타임스탬프,사용자ID,화면,이벤트,대상,값,행동,브라우저,디바이스
2026. 2. 6 오후 11:31:29,session_1770388097242_w8eivflt3,편집6-1_화면,버튼 클릭,AI추천2,"{""currentCut"":1,""selectedIndex"":2,""selectedText"":""셀카 찍기 완벽한 곳!"",""missionStage"":0}",AI추천2 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:31,session_1770388097242_w8eivflt3,편집6-1_화면,미션 완료,편집6-1_기본미션완료,완료시간:11.6초,편집6-1_기본미션완료 미션 완료,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:34,session_1770388097242_w8eivflt3,편집6-1_화면,버튼 클릭,팝업확인,"{""currentCut"":1,""missionStage"":1}",팝업확인 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:34,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,AI자막추천,"{""currentCut"":4,""hasVideo"":false,""currentSubtitle"":"""",""missionStage"":0,""isRecommend"":false}",AI자막추천 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:37,session_1770388097242_w8eivflt3,편집6-1_화면,미션 시작,편집6-1_추가미션시작,,편집6-1_추가미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:39,session_1770388293324_yxxt03p89,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:40,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,AI추천1,"{""currentCut"":4,""selectedIndex"":1,""selectedText"":""와, 대박이야!"",""missionStage"":0}",AI추천1 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:41,session_1770388097242_w8eivflt3,편집6-1_화면,버튼 클릭,AI자막추천,"{""currentCut"":1,""hasVideo"":false,""currentSubtitle"":""셀카 찍기 완벽한 곳!"",""missionStage"":2,""isRecommend"":true}",AI자막추천 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:42,session_1770388087102_1u8uquruo,편집6-1_화면,미션 완료,편집6-1_기본미션완료,완료시간:154.1초,편집6-1_기본미션완료 미션 완료,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:44,session_1770388293324_yxxt03p89,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:45,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,팝업확인,"{""currentCut"":4,""missionStage"":1}",팝업확인 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:46,session_1770388097242_w8eivflt3,편집6-1_화면,버튼 클릭,AI추천2,"{""currentCut"":1,""selectedIndex"":2,""selectedText"":""성수동의 숨은 카페"",""missionStage"":2}",AI추천2 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:47,session_1770388087102_1u8uquruo,편집6-1_화면,미션 시작,편집6-1_추가미션시작,,편집6-1_추가미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:49,session_1770388293324_yxxt03p89,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:50,session_1770388097242_w8eivflt3,편집6-1_화면,미션 완료,편집6-1_추가미션완료,완료시간:3.7초,편집6-1_추가미션완료 미션 완료,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:52,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,AI자막추천,"{""currentCut"":4,""hasVideo"":false,""currentSubtitle"":""와, 대박이야!"",""missionStage"":2,""isRecommend"":true}",AI자막추천 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:52,session_1770388097242_w8eivflt3,편집6-1_화면,버튼 클릭,바로편집시작,"{""currentCut"":1,""uploadedCuts"":0,""missionStage"":2,""expected"":false}",바로편집시작 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:56,session_1770388293324_yxxt03p89,편집6-1_화면,버튼 클릭,영상추가,"{""currentCut"":1,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",영상추가 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:57,session_1770388097242_w8eivflt3,편집6-1_화면,화면 이탈,,33.3초,편집6-1_화면 화면 이탈 ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:58,session_1770388087102_1u8uquruo,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:31:59,session_1770388293324_yxxt03p89,편집6-1_화면,버튼 클릭,컷3,"{""currentCut"":1,""targetCut"":3,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷3 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:00,session_1770388097242_w8eivflt3,기획1-1,화면 진입,,,기획1-1 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:03,session_1770388097242_w8eivflt3,기획1-1,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:04,session_1770388087102_1u8uquruo,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:06,session_1770388097242_w8eivflt3,기획1-1_화면,화면 진입,,,기획1-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:09,session_1770388293324_yxxt03p89,편집6-1_화면,버튼 클릭,자막입력필드,"{""currentCut"":3,""hasVideo"":false,""currentSubtitle"":"""",""missionStage"":0}",자막입력필드 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:10,session_1770388087102_1u8uquruo,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:12,session_1770388097242_w8eivflt3,기획1-1_화면,미션 시작,기획1-1_미션시작,,기획1-1_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:12,session_1770388293324_yxxt03p89,편집6-1_화면,버튼 클릭,바로편집시작,"{""currentCut"":3,""uploadedCuts"":0,""missionStage"":0,""expected"":false}",바로편집시작 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:14,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,미션포기,"{""memoCount"":0,""totalCuts"":6,""totalMemoLength"":0,""memoDetails"":[{""cutId"":1,""hasMemo"":false,""memoLength"":0},{""cutId"":2,""hasMemo"":false,""memoLength"":0},{""cutId"":3,""hasMemo"":false,""memoLength"":0},{""cutId"":4,""hasMemo"":false,""memoLength"":0},{""cutId"":5,""hasMemo"":false,""memoLength"":0},{""cutId"":6,""hasMemo"":false,""memoLength"":0}],""completed"":false}",미션포기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:18,session_1770388097242_w8eivflt3,기획1-1_화면,화면 이탈,,2.6초,기획1-1_화면 화면 이탈 ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:21,session_1770388097242_w8eivflt3,기획1-1,화면 진입,,,기획1-1 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:22,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷2,"{""currentCut"":1,""targetCut"":2,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷2 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:24,session_1770388097242_w8eivflt3,기획1-1,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:27,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷3,"{""currentCut"":2,""targetCut"":3,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷3 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:29,session_1770388097242_w8eivflt3,기획1-1_화면,화면 진입,,,기획1-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:30,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,AI자막추천,"{""currentCut"":3,""hasVideo"":false,""currentSubtitle"":"""",""missionStage"":0,""isRecommend"":false}",AI자막추천 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:33,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,컷4,"{""currentCut"":3,""targetCut"":4,""hasVideo"":false,""isPlaying"":false,""missionStage"":0}",컷4 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:34,session_1770388348183_9wk2iyfzf,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:36,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,AI자막추천,"{""currentCut"":4,""hasVideo"":false,""currentSubtitle"":"""",""missionStage"":0,""isRecommend"":false}",AI자막추천 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:39,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,AI추천1,"{""currentCut"":4,""selectedIndex"":1,""selectedText"":""이건 진짜 대박!"",""missionStage"":0}",AI추천1 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:39,session_1770388097242_w8eivflt3,기획1-1_화면,미션 시작,기획1-1_미션시작,,기획1-1_미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:41,session_1770388348183_9wk2iyfzf,편집6-1_미션설명,화면 진입,,,편집6-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:44,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:45,session_1770388087102_1u8uquruo,편집6-1_화면,미션 완료,편집6-1_기본미션완료,완료시간:14.8초,편집6-1_기본미션완료 미션 완료,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:47,session_1770388348183_9wk2iyfzf,편집6-1_미션설명,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:51,session_1770388087102_1u8uquruo,편집6-1_화면,버튼 클릭,팝업확인,"{""currentCut"":4,""missionStage"":1}",팝업확인 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:52,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:54,session_1770388087102_1u8uquruo,편집6-1_화면,미션 시작,편집6-1_추가미션시작,,편집6-1_추가미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:56,session_1770388374098_mk7o120bn,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:32:58,session_1770388348183_9wk2iyfzf,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:00,session_1770388374098_mk7o120bn,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:05,session_1770388382928_ce0aziv5e,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:06,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,cut_select,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""prevCutId"":1,""hasMemo"":false,""memoLength"":0}",cut_select 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:08,session_1770388382928_ce0aziv5e,메인 미션 화면,화면 진입,,,메인 미션 화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:10,session_1770388348183_9wk2iyfzf,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:11,session_1770388382928_ce0aziv5e,메인 미션 화면,버튼 클릭,mission_10,,mission_10 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:14,session_1770388391966_0qypkyrwc,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:14,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,메모입력완료,"{""cutId"":1,""cutTitle"":""인트로(첫 장면)"",""memoLength"":1,""memoText"":""ㅎ""}",메모입력완료 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:16,session_1770388382928_ce0aziv5e,메인 미션 화면,미션 시작,mission_10,,mission_10 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:16,session_1770388348183_9wk2iyfzf,편집6-1_화면,버튼 클릭,뒤로가기,"{""currentCut"":1,""uploadedCuts"":0,""subtitledCuts"":0,""missionStage"":0,""aiUsed"":false}",뒤로가기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:17,session_1770388391966_0qypkyrwc,편집2-1_미션설명,화면 진입,,,편집2-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:19,session_1770388097242_w8eivflt3,기획1-1_화면,버튼 클릭,저장하기,"{""memoCount"":1,""totalCuts"":6,""totalMemoLength"":1,""avgMemoLength"":""1.0"",""memoDetails"":[{""cutId"":1,""hasMemo"":true,""memoLength"":1},{""cutId"":2,""hasMemo"":false,""memoLength"":0},{""cutId"":3,""hasMemo"":false,""memoLength"":0},{""cutId"":4,""hasMemo"":false,""memoLength"":0},{""cutId"":5,""hasMemo"":false,""memoLength"":0},{""cutId"":6,""hasMemo"":false,""memoLength"":0}]}",저장하기 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:21,session_1770388348183_9wk2iyfzf,편집6-1_화면,화면 이탈,,3.1초,편집6-1_화면 화면 이탈 ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:22,session_1770388382928_ce0aziv5e,기획1-1,화면 진입,,,기획1-1 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:24,session_1770388097242_w8eivflt3,기획1-1_화면,미션 완료,기획1-1_미션완료,"완료시간:2.9초,메모수:1,총길이:1",기획1-1_미션완료 미션 완료,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:26,session_1770388348183_9wk2iyfzf,편집6-1_미션설명,화면 진입,,,편집6-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:29,session_1770388097242_w8eivflt3,기획1-1_화면,화면 이탈,,12.0초,기획1-1_화면 화면 이탈 ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:31,session_1770388405648_mxufdmcgx,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:31,session_1770388348183_9wk2iyfzf,편집6-1_미션설명,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:34,session_1770388097242_w8eivflt3,기획1-2,화면 진입,,,기획1-2 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:36,session_1770388405648_mxufdmcgx,편집1-1_미션설명,화면 진입,,,편집1-1_미션설명 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:36,session_1770388348183_9wk2iyfzf,편집6-1_화면,화면 진입,,,편집6-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:39,session_1770388097242_w8eivflt3,기획1-2,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:41,session_1770388419029_a84aiqvgd,로그인,화면 진입,,,로그인 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:41,session_1770388348183_9wk2iyfzf,편집6-1_화면,미션 시작,편집6-1_기본미션시작,,편집6-1_기본미션시작 미션 시작,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:42,session_1770388405648_mxufdmcgx,편집1-1_미션설명,버튼 클릭,다음,,다음 버튼 클릭,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:43,session_1770388097242_w8eivflt3,기획1-2_화면,화면 진입,,,기획1-2_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
2026. 2. 6 오후 11:33:46,session_1770388405648_mxufdmcgx,편집1-1_화면,화면 진입,,,편집1-1_화면 화면 진입,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",desktop
